Candidate,Party,Status,State,Constituency,Age,Gender
SANKARKUMAR K.A,Independent,Accepted,Tamil Nadu ,Gobichettipalayam,35,male
M. KATHIRAVAN,Indian National Congress,Rejected,Puducherry ,NEDUNGADU,43,male
Dharani K,Independent,Accepted,Tamil Nadu ,Avadi,41,male
"KARUPPAN,  M.",Independent,Accepted,Tamil Nadu ,Tittakudi,47,male
"Rajini,K.",Independent,Accepted,Tamil Nadu ,Udumalaipettai,44,male
M.SANJAI GANDHI,Independent,Rejected,Tamil Nadu ,Omalur,47,male
THANGARAJ M,Amma Makkal Munnettra Kazagam,Accepted,Tamil Nadu ,Virudhunagar,57,male
Radhakrishnan M,All India Anna Dravida Munnetra Kazhagam,Accepted,Tamil Nadu ,Tiruchendur,39,male
SEBASTHIYAN. B,Independent,Accepted,Tamil Nadu ,Madurai West,67,male
Arumugam.K,Pattali Makkal Katchi,Accepted,Tamil Nadu ,Thiruporur,60,male
M.Vijayakumar,Amma Makkal Munnettra Kazagam,Rejected,Tamil Nadu ,Gandarvakkottai,34,male
PRABHU.R,Amma Makkal Munnettra Kazagam,Withdrawn,Tamil Nadu ,Dindigul,35,male
ABOOBACKER,Independent,Withdrawn,Kerala ,PERINTHALMANNA,42,male
RAJA S,Independent,Accepted,Tamil Nadu ,Nannilam,43,male
NIRMALA,Pattali Makkal Katchi,Rejected,Tamil Nadu ,Tirupattur,58,female
"VINOTHINI,R.",Naam Tamilar Katchi,Accepted,Tamil Nadu ,Gangavalli,26,female
"ANANDH, M.",Naam Tamilar Katchi,Accepted,Tamil Nadu ,Kumbakonam,34,male
T.Venus Veera Arasu,Independent,Accepted,Tamil Nadu ,Radhapuram,56,male
R.MUTHUKRISHNAN,Anna Dravidar Kazhagam,Accepted,Tamil Nadu ,Kurinjipadi,50,male
INDIRA B,Independent,Accepted,Tamil Nadu ,Tiruchuli,42,female
Aji S,Bharath Dharma Jana Sena,Accepted,Kerala ,VARKALA,50,male
Perumal,Independent,Accepted,Tamil Nadu ,Vriddhachalam,38,male
SDR Vijayaseelan,All India Anna Dravida Munnetra Kazhagam,Accepted,Tamil Nadu ,Thoothukkudi,48,male
K. UDAYA SELVAN,Anaithu Makkal Puratchi Katchi,Accepted,Tamil Nadu ,Chidambaram,32,male
TAMIL SENGOLAN,All India Anna Dravida Munnetra Kazhagam,Rejected,Puducherry ,ORLEAMPETH,36,male
"SURESH, D.",Naam Tamilar Katchi,Rejected,Tamil Nadu ,Thiruvaiyaru,35,male
Kamalakkanan.M,Indian National Congress,Rejected,Tamil Nadu ,Kallakurichi,31,male
"VELUSAMY, P.",Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,Accepted,Tamil Nadu ,Perundurai,62,male
SHANKAR. A,Independent,Accepted,Tamil Nadu ,Harbour,31,male
MOHAMED THAMEEM  KANI,SOCIAL DEMOCRATIC PARTY OF INDIA,Accepted,Puducherry ,KARAIKAL NORTH,33,male
AADIRAJARAM,All India Anna Dravida Munnetra Kazhagam,Accepted,Tamil Nadu ,Kolathur,62,male
"Jothilakshmi, J.",All India Anna Dravida Munnetra Kazhagam,Rejected,Tamil Nadu ,Pollachi,54,female
M S ELANGOVAN,Naam Tamilar Katchi,Accepted,Puducherry ,MANAVELY,39,male
M.SURESH,Naam Tamilar Katchi,Withdrawn,Tamil Nadu ,Alangudi,43,male
KADHIRAVAN. M,Independent,Accepted,Tamil Nadu ,Perambur,53,male
Kumarasamy V,Independent,Rejected,Tamil Nadu ,Tiruchendur,60,male
KARUPPASAMY M,Independent,Rejected,Tamil Nadu ,Tirunelveli,21,male
M.Thanaraj,Namadhu Makkal Katchi,Accepted,Tamil Nadu ,Gandarvakkottai,53,male
"DELIPAN, K.",Naam Tamilar Katchi,Accepted,Tamil Nadu ,Peravurani,43,male
KANNAN K,Independent,Withdrawn,Tamil Nadu ,Thousand Lights,45,male
ANWAR SADATH,Indian National Congress,Accepted,Kerala ,ALUVA,46,male
Karuppusamy,Independent,Withdrawn,Tamil Nadu ,Kangayam,80,male
MANIGANDAN.E.V.,Independent,Rejected,Tamil Nadu ,Dharmapuri,41,male
N. JEEVANANDAM,Independent,Accepted,Puducherry ,OZHUKARAI,61,male
THENI.T.KARNAN,Anna Dravidar Kazhagam,Accepted,Tamil Nadu ,Bodinayakanur,46,male
SHANMUGAM.K,Tamil Nadu Ilangyar Katchi,Accepted,Tamil Nadu ,Maduravoyal,34,male
SIKKANDAR BATCHA G S,SOCIAL DEMOCRATIC PARTY OF INDIA,Accepted,Tamil Nadu ,Madurai Central,44,male
N. ANJALAKSHI,Independent,Withdrawn,Puducherry ,ORLEAMPETH,43,female
"RAJENDRAN, K.",Bahujan Samaj Party,Accepted,Tamil Nadu ,Perambalur,55,male
P. NEELAMEGAM,Independent,Accepted,Tamil Nadu ,Manachanallur,74,male
NANTHITHA K,All India Anna Dravida Munnetra Kazhagam,Rejected,Tamil Nadu ,Vasudevanallur,31,female
A THAVAMANI,All India Anna Dravida Munnetra Kazhagam,Rejected,Tamil Nadu ,Tiruvadanai,48,female
A.M.MUNIRATHINAM,Indian National Congress,Accepted,Tamil Nadu ,Sholinghur,65,male
SENTHILNATHAN,Independent,Withdrawn,Tamil Nadu ,Kangayam,53,male
P.Asaithambi,Communist Party of India  (Marxist-Leninist)  (Liberation),Accepted,Tamil Nadu ,Gandarvakkottai,49,male
GOVINDAN PALLIKAPPIL,Communist Party of India,Rejected,Kerala ,KANHANGAD,55,male
RAMESH KUMAR A,Naam Tamilar Katchi,Rejected,Tamil Nadu ,Vilathikulam,32,male
R.Chandra Sekar,Makkal Needhi Maiam,Accepted,Tamil Nadu ,Srivaikuntam,48,male
RAJALAKSHMI V M,All India Anna Dravida Munnetra Kazhagam,Accepted,Tamil Nadu ,Sankarankovil,35,female
ALAGURAJA.V,Bahujan Samaj Party,Accepted,Tamil Nadu ,Viralimalai,45,male
Anitha R. Radhakrishnan,Dravida Munnetra Kazhagam,Rejected,Tamil Nadu ,Tiruchendur,68,male
RAMKUMAR R,Indiya Jananayaka Katchi,Accepted,Tamil Nadu ,Rasipuram,37,male
Muthumari K.,Independent,Accepted,Tamil Nadu ,Manamadurai,38,male
V.Reena Sheelan,All India Anna Dravida Munnetra Kazhagam,Rejected,Tamil Nadu ,Thoothukkudi,42,female
K.Jeya,Independent,Withdrawn,Tamil Nadu ,Periyakulam,55,female
Loga.Sampath,Independent,Accepted,Tamil Nadu ,Mayiladuthurai,59,male
ABDUL WAHAB .M,Dravida Munnetra Kazhagam,Accepted,Tamil Nadu ,Palayamkottai,54,male
SELVAKUMAR.M,Independent,Accepted,Tamil Nadu ,Karur,41,male
DURAI RAMESH,Makkal Needhi Maiam,Accepted,Puducherry ,THIRUBHUVANAI,51,male
Saravanan. Durai.K,Dravida Munnetra Kazhagam,Accepted,Tamil Nadu ,Bhuvanagiri,54,male
N  MAHESWARI,Amma Makkal Munnettra Kazagam,Rejected,Tamil Nadu ,Salem (North),45,female
K. MURUGAN,Amma Makkal Munnettra Kazagam,Rejected,Tamil Nadu ,Tirupattur,47,male
S.Jayabharathi,All India Anna Dravida Munnetra Kazhagam,Accepted,Tamil Nadu ,Gandarvakkottai,37,female
ARUMUGAM M,Nationalist Congress Party,Withdrawn,Tamil Nadu ,Oddanchatram,54,male
R.AVUDAIAPPAN,Dravida Munnetra Kazhagam,Rejected,Tamil Nadu ,Ambasamudram,76,male
N.Muthulingam,All India Anna Dravida Munnetra Kazhagam,Rejected,Tamil Nadu ,Kurinjipadi,66,male
CHANDAN KUMAR NASKAR,Bharatiya Janata Party,Accepted,West Bengal ,Magrahat Purba,41,male
"SADHAN THIRUMALAIKUMAR, DOCTOR.T",Dravida Munnetra Kazhagam,Accepted,Tamil Nadu ,Vasudevanallur,68,male
MUNIYAPPAN A,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,Accepted,Tamil Nadu ,Dharapuram,32,male
"MADHAVARAO, P.S.W.",Indian National Congress,Accepted,Tamil Nadu ,Srivilliputhur,63,male
PALANIAPPAN,Dravida Munnetra Kazhagam,Rejected,Tamil Nadu ,Viralimalai,54,male
R. BASKAR @ DATCHANAMOURTTY,All India N.R. Congress,Accepted,Puducherry ,ARIANKUPPAM,57,male
Palanisamy V,All India Anna Dravida Munnetra Kazhagam,Rejected,Tamil Nadu ,Palladam,64,male
"MUTHUVEL, S.",Bahujan Dravida Party,Rejected,Tamil Nadu ,Thanjavur,51,male
Vinoth M,Naam Tamilar Katchi,Withdrawn,Tamil Nadu ,Poonamallee,34,male
A.Bannari,All India Anna Dravida Munnetra Kazhagam,Accepted,Tamil Nadu ,Bhavanisagar,41,male
GOPALAKRISHNAN,New Generation People’s Party,Rejected,Tamil Nadu ,Coimbatore (South),47,male
Bavani G,Dravida Munnetra Kazhagam,Rejected,Tamil Nadu ,Tittakudi,55,female
KRISHNAN A,All India Anna Dravida Munnetra Kazhagam,Rejected,Tamil Nadu ,Bargur,61,male
"SANGEETHAPRIYA, S.",Amma Makkal Munnettra Kazagam,Accepted,Tamil Nadu ,Srivilliputhur,33,female
SELVARAJ  A.,Amma Makkal Munnettra Kazagam,Accepted,Tamil Nadu ,Melur,57,male
KANTI GANGULY,Communist Party of India  (Marxist),Accepted,West Bengal ,Raidighi,77,male
SIVAKUMAR D,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,Accepted,Tamil Nadu ,Namakkal,48,male
HUMAYUN KABIR M I,Naam Tamilar Katchi,Accepted,Tamil Nadu ,Aranthangi,53,male
A.DHATCHAYANI,Dravida Munnetra Kazhagam,Rejected,Tamil Nadu ,Arani,47,female
MANAVALAN A,Anna MGR Dravida Makkal Kalgam,Accepted,Tamil Nadu ,Mailam,35,male
DEVARAJI.R.,Independent,Accepted,Tamil Nadu ,Jolarpet,49,male
"SHANMUGAVEL,S.",MGR Makkal Katchi,Accepted,Tamil Nadu ,Erode (East),42,male
Ananthalakshmi,Bahujan Samaj Party,Accepted,Tamil Nadu ,Sivakasi,39,female
"KANNAN, C.",All India Anna Dravida Munnetra Kazhagam,Rejected,Tamil Nadu ,Pattukkottai,54,male
VAIRAMUTHU,Independent,Accepted,Tamil Nadu ,Sriperumbudur,43,male
AMMU ANTO I,Amma Makkal Munnettra Kazagam,Rejected,Tamil Nadu ,Nagercoil,41,female
Kothandapani.M,Amma Makkal Munnettra Kazagam,Accepted,Tamil Nadu ,Thiruporur,62,male
"PASUPATHY, P.",Naam Tamilar Katchi,Accepted,Tamil Nadu ,Thiruvallur,50,male
MANIVASAGAM S,Bahujan Dravida Party,Accepted,Tamil Nadu ,Tiruchuli,42,male
Sangeetha T.,Naam Tamilar Katchi,Rejected,Tamil Nadu ,Thiruvarur,31,female
K M Shaji,Indian Union Muslim League,Accepted,Kerala ,AZHIKODE,51,male
R.Udhayakumar,All India Anna Dravida Munnetra Kazhagam,Rejected,Tamil Nadu ,Gandarvakkottai,45,male
"JAYAPRAKASH, P.",Tamilaga Makkal Thannurimai Katchi,Rejected,Tamil Nadu ,Gudalur,53,male
KOHILA C,Naam Tamilar Katchi,Accepted,Tamil Nadu ,Valparai,31,female
K.B.Ramasamy,All India Anna Dravida Munnetra Kazhagam,Rejected,Tamil Nadu ,Sivaganga,61,male
Aruna.M,Amma Makkal Munnettra Kazagam,Accepted,Tamil Nadu ,Kavundampalayam,40,female
"Logeswari, N.",Naam Tamilar Katchi,Accepted,Tamil Nadu ,Pollachi,32,female
ARUL R,Makkal Needhi Maiam,Accepted,Tamil Nadu ,Tiruvannamalai,46,male
SANTHAKUMAR.Y,Bahujan Samaj Party,Accepted,Tamil Nadu ,Maduravoyal,36,male
BALAKRISHNAN P,Amma Makkal Munnettra Kazagam,Rejected,Tamil Nadu ,Tirunelveli,56,male
R.MURUGAN,Independent,Accepted,Tamil Nadu ,Omalur,59,male
ANTONY MARIARAJ A,Tamil Nadu Ilangyar Katchi,Rejected,Tamil Nadu ,Palladam,37,male
Biswanath Ghosh,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),Accepted,West Bengal ,Haripal,51,male
A.KARTHIKA,Independent,Accepted,Tamil Nadu ,Tiruppattur,30,female
RAMASAMY.T.,My India Party,Rejected,Tamil Nadu ,Dharmapuri,64,male
BALU K,Independent,Accepted,Tamil Nadu ,Villupuram,53,male
M.DIVAKAR,Independent,Accepted,Tamil Nadu ,Andipatti,27,male
VILWANATHAN.A.C,Dravida Munnetra Kazhagam,Accepted,Tamil Nadu ,Ambur,61,male
RAJAGURU. M,Samaniya Makkal Nala Katchi,Accepted,Tamil Nadu ,Krishnarayapuram,37,male
PALANIAPPAN,Independent,Accepted,Tamil Nadu ,Tiruppattur,56,male
PUTHIYAPURAYIL DAMODHARAN,Communist Party of India  (Marxist),Rejected,Kerala ,KALLIASSERI,74,male
M. SIVAGAMASUNDARY,Dravida Munnetra Kazhagam,Rejected,Puducherry ,KALAPET,43,female
PERIYASAMY T,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,Rejected,Tamil Nadu ,Vilathikulam,27,male
RAMAN K,Independent,Accepted,Tamil Nadu ,Villupuram,32,male
K.S.P @ S. RAMESH,All India N.R. Congress,Accepted,Puducherry ,KADIRGAMAM,41,male
PARVATHIDEVI S,Independent,Withdrawn,Tamil Nadu ,Madurai Central,27,female
P. NIVEDHA,Naam Tamilar Katchi,Accepted,Tamil Nadu ,Kattumannarkoil,29,female
VISWANATHAN S A,All India Pattali Munnetra Katchi,Accepted,Tamil Nadu ,Tindivanam,44,male
SAKTI MOHON MALIK,Communist Party of India  (Marxist),Accepted,West Bengal ,Arambag,61,male
V.M. SELVARAJ,Independent,Accepted,Tamil Nadu ,Manachanallur,65,male
Dr. Karabi Manna,All India Trinamool Congress,Accepted,West Bengal ,Haripal,46,female
SHANKAR JANA,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),Accepted,West Bengal ,Singur,74,male
DURAIRAJ.K.P,Dravida Munnetra Kazhagam,Accepted,Tamil Nadu ,Bhavani,53,male
BANKIM CHANDRA SANTRA,Bahujan Samaj Party,Accepted,West Bengal ,Arambag,43,male
S.VARUN,Naam Tamilar Katchi,Accepted,Tamil Nadu ,Kumarapalayam,29,male
R. CHANDRASEKAR,Puducherry Development  Party,Withdrawn,Puducherry ,LAWSPET,37,male
Vanitha,Naam Tamilar Katchi,Accepted,Tamil Nadu ,Manapparai,37,female
BECHARAM MANNA,All India Trinamool Congress,Accepted,West Bengal ,Singur,50,male
KARUNAKARAN K,Naam Tamilar Katchi,Accepted,Tamil Nadu ,Bargur,28,male
R.Krishna Brindha,All India Anna Dravida Munnetra Kazhagam,Rejected,Tamil Nadu ,Udumalaipettai,47,female
V.Rajiv,Independent,Withdrawn,Tamil Nadu ,Radhapuram,37,male
SAJAL KUMAR DE,Communist Party of India  (Marxist-Leninist)  (Liberation),Accepted,West Bengal ,Dhanekhali,40,male
S.P. SIVAKUMAR,Dravida Munnetra Kazhagam,Accepted,Puducherry ,RAJ BHAVAN,62,male
TARANI ROY,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),Accepted,West Bengal ,Falakata,63,male
NISHANTH KUMAR I B,Independent,Accepted,Kerala ,KASARAGOD,29,male
SARAVANAN.R,Independent,Accepted,Tamil Nadu ,Karur,46,male
E.SUBAYA,All India Anna Dravida Munnetra Kazhagam,Accepted,Tamil Nadu ,Ambasamudram,56,male
SHANMUGAM.N,Samaniya Makkal Nala Katchi,Rejected,Tamil Nadu ,Karur,50,male
K. MURUGAN,Independent,Accepted,Puducherry ,THATTANCHAVADY,55,male
TAPAN ADHIKARI,Samajwadi Jan Parishad,Accepted,West Bengal ,Falakata,32,male
NATARAJAN P,Naam Tamilar Katchi,Accepted,Tamil Nadu ,Tiruchengodu,40,male
SUDHAKAR.S,Independent,Accepted,Tamil Nadu ,Karur,40,male
MUTHU. K.R,Independent,Accepted,Tamil Nadu ,Karur,32,male
VIJAYAKUMAR.R,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,Accepted,Tamil Nadu ,Krishnagiri,38,male
AMARSRI.M,Independent,Accepted,Tamil Nadu ,Karur,42,male
R.ELAVARASAN,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,Accepted,Tamil Nadu ,Salem (South),33,male
C SUJATHA,All India Anna Dravida Munnetra Kazhagam,Rejected,Tamil Nadu ,Attur,45,female
VIJAYABHASKAR.R.V,Independent,Accepted,Tamil Nadu ,Karur,56,male
KALAI RAJ.K,Independent,Accepted,Tamil Nadu ,Karur,31,male
NAGAMMAL. S,Naam Tamilar Katchi,Accepted,Tamil Nadu ,Salem (West),34,female
KARUNAMOORTHY.S,Independent,Accepted,Tamil Nadu ,Karur,31,male
DURAISAMY.J,Independent,Accepted,Tamil Nadu ,Karur,37,male
KUMAR P,Naam Tamilar Katchi,Withdrawn,Tamil Nadu ,Bargur,33,male
DURAIRAJ.K.P,Dravida Munnetra Kazhagam,Rejected,Tamil Nadu ,Bhavani,53,male
YUVARAJ D,Naam Tamilar Katchi,Withdrawn,Tamil Nadu ,Tiruchengodu,31,male
SELVAM.P,Independent,Accepted,Tamil Nadu ,Pappireddipatti,34,male
MANOHARAN.R.,Amma Makkal Munnettra Kazagam,Accepted,Tamil Nadu ,Tiruchirappalli (East),65,male
Gautham. S,Rashtriya Samaj Paksha,Accepted,Tamil Nadu ,Musiri,30,male
Joseph Leon,Independent,Accepted,Tamil Nadu ,Srivaikuntam,66,male
"NEELAMEGAM, T.K.G.",Dravida Munnetra Kazhagam,Accepted,Tamil Nadu ,Thanjavur,57,male
KADUMBADI. CHO,All India Anna Dravida Munnetra Kazhagam,Rejected,Tamil Nadu ,Saidapet,69,male
K.SANMUGAM,Independent,Withdrawn,Tamil Nadu ,Salem (South),66,male
MANITHAN,Independent,Accepted,Tamil Nadu ,Jolarpet,53,male
Sankar @ Sankaranarayanan,Independent,Accepted,Tamil Nadu ,Tirunelveli,40,male
Dr. SHIKHAR KUMAR SARMA,Assam Jatiya Parishad,Accepted,Assam ,DHARMAPUR   ,49,male
Bhola Saha,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),Accepted,West Bengal ,Tufanganj,58,male
A.Rajavel,Independent,Accepted,Tamil Nadu ,Thoothukkudi,66,male
Mohana Sundari.S,Naam Tamilar Katchi,Accepted,Tamil Nadu ,Thiruporur,36,female
N. Amutha,Naam Tamilar Katchi,Accepted,Tamil Nadu ,Vriddhachalam,52,female
M.CHINNADURAI,Bahujan Samaj Party,Accepted,Tamil Nadu ,Alangudi,51,male
P SUBASHINI,Naam Tamilar Katchi,Rejected,Tamil Nadu ,Kattumannarkoil,33,female
K.A.M.MUHAMMED ABUBACKER,Indian Union Muslim League,Accepted,Tamil Nadu ,Kadayanallur,49,male
Jothi,Naam Tamilar Katchi,Accepted,Tamil Nadu ,Yercaud,26,female
A G Ajayakumar,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),Accepted,Kerala ,ETTUMANOOR,49,male
SANKAR KUMAR NASKAR,All India Trinamool Congress,Accepted,West Bengal ,Falta,68,male
R.VELMURUGAN,Communist Party of India  (Marxist-Leninist)  (Liberation),Accepted,Tamil Nadu ,Salem (South),36,male
A. MURALI,Independent,Accepted,Puducherry ,OUSSUDU,38,male
J.Divya Rani,Naam Tamilar Katchi,Accepted,Tamil Nadu ,Kilvaithinankuppam,33,female
KEERTHANA.K,Naam Tamilar Katchi,Accepted,Tamil Nadu ,Harur,30,female
PACHAIYAPPAN R,Naam Tamilar Katchi,Rejected,Tamil Nadu ,Gingee,30,male
"SyedAli, A.",Independent,Accepted,Tamil Nadu ,Padmanabhapuram,45,male
"DIVYA BHARATHI, M.",Naam Tamilar Katchi,Accepted,Tamil Nadu ,Thiruvidaimarudur,26,female
V.Subramani,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,Withdrawn,Tamil Nadu ,Veppanahalli,55,male
BIVAS SARDAR (VOBO),All India Trinamool Congress,Accepted,West Bengal ,Baruipur Purba,45,male
N.Balasubramanian,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,Accepted,Tamil Nadu ,Thoothukkudi,49,male
M.SANGEETHA ESAK,Naam Tamilar Katchi,Accepted,Tamil Nadu ,Alangulam,36,female
MAYAKANNAN. M,Independent,Accepted,Tamil Nadu ,Salem (West),34,male
KOTHANDAPANI,Bahujan Samaj Party,Accepted,Tamil Nadu ,Tiruvannamalai,44,male
KALIMUTHU S,Independent,Accepted,Tamil Nadu ,Tiruchuli,51,male
Boshya Gayathri M,My India Party,Accepted,Tamil Nadu ,Poonamallee,25,female
ANITHA PARVEEN. M,Naam Tamilar Katchi,Accepted,Tamil Nadu ,Aravakurichi,38,female
J.Sivaneswaran,Independent,Rejected,Tamil Nadu ,Thoothukkudi,32,male
KALAISELVI D,Dravida Munnetra Kazhagam,Rejected,Tamil Nadu ,Bhavani,47,female
K Bharathi,Independent,Accepted,Tamil Nadu ,Ambattur,40,male
Debkanta Sikdar,Independent,Accepted,West Bengal ,Chunchura,37,male
SENTHIL KUMAR. S.A.,Amma Makkal Munnettra Kazagam,Rejected,Tamil Nadu ,Sulur,49,male
S KALPANA,Pattali Makkal Katchi,Rejected,Tamil Nadu ,Salem (West),40,female
"RAVANAN, M.",New Generation People’s Party,Accepted,Tamil Nadu ,Kunnam,54,male
SHAMJI,Communist Party of India  (Marxist),Rejected,Kerala ,AMBALAPUZHA,45,male
MANGAL SARKAR,Bahujan Maha Party,Accepted,West Bengal ,Sreerampur,41,male
M. SUMATHI,Naam Tamilar Katchi,Accepted,Tamil Nadu ,Tirupattur,33,female
P. HAREENDRANATH,Democratic Social Justice Party,Accepted,Kerala ,KOZHIKODE SOUTH,51,male
R Radha,Nationalist Congress Party,Accepted,Tamil Nadu ,Ambattur,52,female
THAMIZHARASAN,Bahujan Samaj Party,Accepted,Puducherry ,MANAVELY,33,male
RAHAMATHULLA.M,Independent,Accepted,Tamil Nadu ,Dindigul,36,male
R.Kathiravan,Naam Tamilar Katchi,Rejected,Tamil Nadu ,Arcot,29,male
N Ganesan,Independent,Accepted,Tamil Nadu ,Ambattur,49,male
Nazma Khandakar,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),Accepted,West Bengal ,Cooch Behar Dakshin,61,female
Gunasekaran.K,Naam Tamilar Katchi,Rejected,Tamil Nadu ,Thiruporur,69,male
RANJIT KUMAR ROY,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),Accepted,West Bengal ,Mekliganj,37,male
Dr. V.KANDAN,Independent,Accepted,Tamil Nadu ,Shozhinganallur,40,male
A .Saboora,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),Accepted,Kerala ,THIRUVANANTHAPURAM,42,female
Faruk Khan,Independent,Accepted,Assam ,JANIA   ,44,male
C.KRISHNAMURALI,All India Anna Dravida Munnetra Kazhagam,Accepted,Tamil Nadu ,Kadayanallur,38,male
Anandan. S (a) Kavignar Sella Aananthamaalai,Independent,Accepted,Tamil Nadu ,Bhuvanagiri,43,male
K Sreedharan,Communist Party of India  (Marxist),Rejected,Kerala ,PERAVOOR,64,male
DR. DEBAMOY SANYAL,Bharatiya Janata Party,Accepted,Assam ,DHUBRI   ,62,male
"KANNAKI, R.",Amma Makkal Munnettra Kazagam,Rejected,Tamil Nadu ,Thiruvaiyaru,43,female
MOHAN DASS,Naam Tamilar Katchi,Rejected,Tamil Nadu ,Kumarapalayam,37,male
"ARUL, P.",Naam Tamilar Katchi,Accepted,Tamil Nadu ,Kunnam,41,male
R.VINOTH,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,Accepted,Tamil Nadu ,Sholinghur,28,male
N.RAMESH KUMAR,Independent,Accepted,Tamil Nadu ,Thiruvottiyur,61,male
DHANDAPANI K K BA.BL,Independent,Rejected,Tamil Nadu ,Mailam,66,male
ARIVOLI,Naam Tamilar Katchi,Withdrawn,Tamil Nadu ,Vedaranyam,47,male
SENGANNAN G,Naam Tamilar Katchi,Accepted,Tamil Nadu ,Sholavandan,50,male
K P VASANTHY,Bharatiya Janata Party,Rejected,Tamil Nadu ,Tiruvannamalai,36,female
VIJAYAN.P,Bahujan Samaj Party,Accepted,Tamil Nadu ,Dr.Radhakrishnan Nagar,35,male
L.AKILA,Naam Tamilar Katchi,Accepted,Tamil Nadu ,Tiruttani,31,female
PONELAVAZHAKI  S,Naam Tamilar Katchi,Accepted,Tamil Nadu ,Kilvelur,34,female
Narayanakumar,Independent,Accepted,Kerala ,PERAVOOR,59,male
MAHALAKSHMI L,Dravida Munnetra Kazhagam,Rejected,Tamil Nadu ,Villupuram,40,female
M LAKSHMI,All India Anna Dravida Munnetra Kazhagam,Rejected,Tamil Nadu ,Cheyyar,37,female
MUHAMMAD ALI JINNAH M,Independent,Rejected,Tamil Nadu ,Villupuram,52,male
Jagadish Adhikari,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),Accepted,West Bengal ,Sitalkuchi,50,male
SELVAM J,Naam Tamilar Katchi,Accepted,Tamil Nadu ,Villupuram,51,male
AANANDHAKUMAR A,Naam Tamilar Katchi,Withdrawn,Tamil Nadu ,Sholavandan,32,male
SARAVANAN.V,Independent,Rejected,Tamil Nadu ,Dr.Radhakrishnan Nagar,29,male
GUNASEKARAN.G,Independent,Accepted,Tamil Nadu ,Dr.Radhakrishnan Nagar,65,male
ANIL CHANDRA ROY,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),Accepted,West Bengal ,COOCHBEHAR UTTAR,53,male
"SANTHOSH, M.",Independent,Rejected,Tamil Nadu ,Thanjavur,42,male
S.SATHIYAMOORTHY,Makkal Nala Kazhagam,Rejected,Tamil Nadu ,Kolathur,67,male
DEVAKUMAR.R,Independent,Accepted,Tamil Nadu ,Dr.Radhakrishnan Nagar,31,male
M.Naina Mohamed,Independent,Accepted,Tamil Nadu ,Karaikudi,26,male
VENUGOPAL.A,Independent,Withdrawn,Tamil Nadu ,Dr.Radhakrishnan Nagar,42,male
C.K Asha,Communist Party of India,Accepted,Kerala ,VAIKOM,44,female
M. NANTHINIDEVI,Amma Makkal Munnettra Kazagam,Accepted,Tamil Nadu ,Chidambaram,39,female
PERUMAL.V.M,Independent,Rejected,Tamil Nadu ,Bhavani,67,male
Adv.ANTONY RAJU,Janadhipathiya Kerala Congress,Accepted,Kerala ,THIRUVANANTHAPURAM,66,male
"MEENAKSHI,V.",Independent,Accepted,Tamil Nadu ,Erode (East),40,female
Vadivel. C,Anaithu Makkal Puratchi Katchi,Accepted,Tamil Nadu ,Sivaganga,41,male
DEVAPPA Y,Independent,Accepted,Tamil Nadu ,Hosur,53,male
Rajkumar.E,Bahujan Samaj Party,Accepted,Tamil Nadu ,Kalasapakkam,44,male
AJIDUL ISLAM,Republican Party of India (A),Accepted,Assam ,SARUKHETRI   ,27,male
HARI PRAKASH.M,Independent,Accepted,Tamil Nadu ,Dindigul,25,male
S.ANDAL,Naam Tamilar Katchi,Withdrawn,Tamil Nadu ,Tiruttani,32,female
"Maniraj, K",Independent,Accepted,Tamil Nadu ,Singanallur,58,male
BALASUBRAMANIAM. J,Independent,Accepted,Tamil Nadu ,Edappadi,49,male
VIJAYAKUMAR.M,Independent,Accepted,Tamil Nadu ,Modakkurichi,38,male
K Rajan,Communist Party of India,Accepted,Kerala ,OLLUR,47,male
C. K. THAMPI,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),Accepted,Kerala ,MUVATTUPUZHA,53,male
K V Sumesh,Communist Party of India  (Marxist),Accepted,Kerala ,AZHIKODE,42,male
TABREZ,Tipu Sultan Party,Accepted,Tamil Nadu ,Chepauk-Thiruvallikeni,39,male
"SAMPATH KUMAR, K.",Independent,Accepted,Tamil Nadu ,Perundurai,38,male
